ordernumber,quantityordered,price,orderlinenumber,sales,orderdate,status,productline,msrp,productcode,customername,city,postalcode,country,territory,contactlastname,contactfirstname,dealsize,quarter,year,Phonenumber,Address
10103,42,100.0,4,4200.0,2003-01-29,Shipped,Classic Cars,147,104962,Baane Mini Imports,Stavern,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,Q1,2003,07989555,Erling Skakkes gate 78
10114,31,100.0,8,3100.0,2003-04-01,Shipped,Classic Cars,147,104962,"La Corne D'abondance, Co.",Paris,75012,France,EMEA,Bertrand,Marie,Medium,Q2,2003,142342555,265  boulevard Charonne
10126,22,100.0,4,2200.0,2003-05-28,Shipped,Classic Cars,147,104962,"Corrida Auto Replicas, Ltd",Madrid,28023,Spain,EMEA,Sommer,Mart¡n,Medium,Q2,2003,915552282,  Araquil  67
10140,26,100.0,4,2600.0,2003-07-24,Shipped,Classic Cars,147,104962,Technics Stores Inc.,Burlingame,94217,USA,,Hirano,Juri,Medium,Q3,2003,6505556809,9408 Furth Circle
10150,20,100.0,1,2000.0,2003-09-19,Shipped,Classic Cars,147,104962,"Dragon Souveniers, Ltd.",Singapore,79903,Singapore,JP,Natividad,Eric,Medium,Q3,2003,652217555,Bronz Sok   Bronz Apt  3 6 Tesvikiye
10164,21,100.0,2,2100.0,2003-10-21,Resolved,Classic Cars,147,104962,Mini Auto Werke,Graz,8010,Austria,EMEA,Mendel,Roland,Medium,Q4,2003,76753555,Kirchgasse 6
10175,33,100.0,9,3300.0,2003-11-06,Shipped,Classic Cars,147,104962,"Stylish Desk Decors, Co.",London,36,UK,EMEA,Brown,Ann,Medium,Q4,2003,1715550297,35 King George
10183,28,100.0,1,2800.0,2003-11-13,Shipped,Classic Cars,147,104962,"Classic Gift Ideas, Inc",Philadelphia,71270,USA,,Cervantes,Francisca,Medium,Q4,2003,2155554695,782 First Street
10194,26,100.0,4,2600.0,2003-11-25,Shipped,Classic Cars,147,104962,"Saveley & Henriot, Co.",Lyon,69004,France,EMEA,Saveley,Mary,Medium,Q4,2003,78325555,2  rue du Commerce
10207,31,100.0,15,3100.0,2003-12-09,Shipped,Classic Cars,147,104962,Diecast Collectables,Boston,51003,USA,,Franco,Valarie,Medium,Q4,2003,6175552555,6251 Ingle Ln 
10217,48,100.0,4,4800.0,2004-02-04,Shipped,Classic Cars,147,104962,Handji Gifts& Co,Singapore,69045,Singapore,APAC,Victorino,Wendy,Large,Q1,2004,652241555,Village Close - 106 Linden Road Sandown
10229,50,100.0,9,5000.0,2004-03-11,Shipped,Classic Cars,147,104962,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q1,2004,4155551450,5677 Strong St 
10245,28,100.0,2,2800.0,2004-05-04,Shipped,Classic Cars,147,104962,Super Scale Inc.,New Haven,97823,USA,,Murphy,Leslie,Medium,Q2,2004,2035559545,567 North Pendale Street
10259,26,100.0,12,2600.0,2004-06-15,Shipped,Classic Cars,147,104962,Handji Gifts& Co,Singapore,69045,Singapore,APAC,Victorino,Wendy,Medium,Q2,2004,652241555,Village Close - 106 Linden Road Sandown
10270,32,100.0,2,3200.0,2004-07-19,Shipped,Classic Cars,147,104962,Souveniers And Things Co.,Chatswood,2067,Australia,APAC,Huxley,Adrian,Medium,Q3,2004,61294958555,Monitor Money Building  815 Pacific Hwy
10281,44,100.0,9,4400.0,2004-08-19,Shipped,Classic Cars,147,104962,Diecast Classics Inc.,Allentown,70267,USA,,Yu,Kyung,Large,Q3,2004,2155551555,7586 Pompton St 
10291,30,100.0,4,3000.0,2004-09-08,Shipped,Classic Cars,147,104962,Scandinavian Gift Ideas,Boras,84467,Sweden,EMEA,Larsson,Maria,Medium,Q3,2004,0695346555,?kergatan 24
10305,38,100.0,13,3800.0,2004-10-13,Shipped,Classic Cars,147,104962,Marta's Replicas Co.,Cambridge,51247,USA,,Hernandez,Marta,Medium,Q4,2004,6175558555,39323 Spinnaker Dr 
10313,40,100.0,7,4000.0,2004-10-22,Shipped,Classic Cars,147,104962,Canadian Gift Exchange Network,Vancouver,321,Canada,,Tannamuri,Yoshi,Medium,Q4,2004,6045553392,1900 Oak St 
10322,46,61.99,8,2851.54,2004-11-04,Shipped,Classic Cars,147,104962,Online Diecast Creations Co.,Nashua,62005,USA,,Young,Valarie,Small,Q4,2004,6035558647,2304 Long Airport Avenue
10334,26,100.0,2,2600.0,2004-11-19,On Hold,Classic Cars,147,104962,"Volvo Model Replicas, Co",Lule,95822,Sweden,EMEA,Berglund,Christina,Medium,Q4,2004,0921123555,Berguvsv„gen  8
10347,27,100.0,2,2700.0,2004-11-29,Shipped,Classic Cars,147,104962,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Medium,Q4,2004,0395204555,636 St Kilda Road
10357,43,100.0,9,4300.0,2004-12-10,Shipped,Classic Cars,147,104962,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q4,2004,4155551450,5677 Strong St 
10370,35,65.63,4,2297.0499999999997,2005-01-20,Shipped,Classic Cars,147,104962,"Anna's Decorations, Ltd",North Sydney,2060,Australia,APAC,O'Hara,Anna,Small,Q1,2005,0299368555,201 Miller Street
10381,37,100.0,6,3700.0,2005-02-17,Shipped,Classic Cars,147,104962,Corporate Gift Ideas Co.,San Francisco,,USA,,Brown,Julie,Medium,Q1,2005,6505551386,7734 Strong St 
10391,37,46.9,7,1735.3,2005-03-09,Shipped,Classic Cars,147,104962,"Anna's Decorations, Ltd",North Sydney,2060,Australia,APAC,O'Hara,Anna,Small,Q1,2005,0299368555,201 Miller Street
10411,27,100.0,2,2700.0,2005-05-01,Shipped,Classic Cars,147,104962,Quebec Home Shopping Network,Montreal,113,Canada,,Fresnisre,Jean,Medium,Q2,2005,5145558054,43 rue St  Laurent
10425,38,100.0,12,3800.0,2005-05-31,In Process,Classic Cars,147,104962,La Rochelle Gifts,Nantes,44000,France,EMEA,Labrune,Janine,Medium,Q2,2005,40678555,67  rue des Cinquante Otages
10108,33,100.0,6,3300.0,2003-03-03,Shipped,Classic Cars,194,121099,Cruz & Sons Co.,Makati City,1227,Philippines,JP,Cruz,Arnold,Medium,Q1,2003,6325553587,15 McCallum Street - NatWest Center #13-03
10122,42,100.0,10,4200.0,2003-05-08,Shipped,Classic Cars,194,121099,Marseille Mini Autos,Marseille,13008,France,EMEA,Lebihan,Laurence,Large,Q2,2003,91244555,12  rue des Bouchers
10135,42,100.0,7,4200.0,2003-07-02,Shipped,Classic Cars,194,121099,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Large,Q3,2003,4155551450,5677 Strong St 
10147,48,100.0,7,4800.0,2003-09-05,Shipped,Classic Cars,194,121099,Collectables For Less Inc.,Brickhaven,58339,USA,,Nelson,Allen,Large,Q3,2003,6175558555,7825 Douglas Av 
10159,41,100.0,2,4100.0,2003-10-10,Shipped,Classic Cars,194,121099,Corporate Gift Ideas Co.,San Francisco,,USA,,Brown,Julie,Large,Q4,2003,6505551386,7734 Strong St 
10169,30,100.0,2,3000.0,2003-11-04,Shipped,Classic Cars,194,121099,"Anna's Decorations, Ltd",North Sydney,2060,Australia,APAC,O'Hara,Anna,Medium,Q4,2003,0299368555,201 Miller Street
10181,27,100.0,14,2700.0,2003-11-12,Shipped,Classic Cars,194,121099,Herkku Gifts,Bergen,5804,Norway,EMEA,Oeztan,Veysel,Medium,Q4,2003,4722673215,Drammen 121  PR 744 Sentrum
10191,21,100.0,3,2100.0,2003-11-20,Shipped,Classic Cars,194,121099,"Toms Spezialitten, Ltd",Koln,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,Q4,2003,02215554327,Mehrheimerstr  369
10203,20,100.0,8,2000.0,2003-12-02,Shipped,Classic Cars,194,121099,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q4,2003,915559444,  Moralzarzal  86
10211,41,100.0,2,4100.0,2004-01-15,Shipped,Classic Cars,194,121099,Auto Canal Petit,Paris,75016,France,EMEA,Perrier,Dominique,Large,Q1,2004,147556555,25  rue Lauriston
10225,27,100.0,9,2700.0,2004-02-22,Shipped,Classic Cars,194,121099,"Vida Sport, Ltd",Gensve,1203,Switzerland,EMEA,Holz,Michael,Medium,Q1,2004,0897034555,Grenzacherweg 237
10238,28,100.0,3,2800.0,2004-04-09,Shipped,Classic Cars,194,121099,Danish Wholesale Imports,Kobenhavn,1734,Denmark,EMEA,Petersen,Jytte,Medium,Q2,2004,31123555,Vinb'ltet 34
10253,24,100.0,13,2400.0,2004-06-01,Cancelled,Classic Cars,194,121099,"UK Collectables, Ltd.",Liverpool,16,UK,EMEA,Devon,Elizabeth,Medium,Q2,2004,1715552282,Berkeley Gardens 12  Brewery
10266,44,100.0,14,4400.0,2004-07-06,Shipped,Classic Cars,194,121099,L'ordine Souveniers,Reggio Emilia,42100,Italy,EMEA,Moroni,Maurizio,Large,Q3,2004,0522556555,Strada Provinciale 124
10276,50,100.0,3,5000.0,2004-08-02,Shipped,Classic Cars,194,121099,Online Mini Collectables,Brickhaven,58339,USA,,Barajas,Miguel,Large,Q3,2004,6175557555,7635 Spinnaker Dr 
10287,21,100.0,12,2100.0,2004-08-30,Shipped,Classic Cars,194,121099,"Vida Sport, Ltd",Gensve,1203,Switzerland,EMEA,Holz,Michael,Medium,Q3,2004,0897034555,Grenzacherweg 237
10300,33,100.0,5,3300.0,2003-10-04,Shipped,Classic Cars,194,121099,"Blauer See Auto, Co.",Frankfurt,60528,Germany,EMEA,Keitel,Roland,Medium,Q4,2003,496966902555,Lyonerstr  34
10310,33,100.0,10,3300.0,2004-10-16,Shipped,Classic Cars,194,121099,"Toms Spezialitten, Ltd",Koln,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,Q4,2004,02215554327,Mehrheimerstr  369
10320,31,100.0,3,3100.0,2004-11-03,Shipped,Classic Cars,194,121099,"Volvo Model Replicas, Co",Lule,95822,Sweden,EMEA,Berglund,Christina,Medium,Q4,2004,0921123555,Berguvsv„gen  8
10329,41,71.47,5,2930.27,2004-11-15,Shipped,Classic Cars,194,121099,Land of Toys Inc.,NYC,10022,USA,,Yu,Kwai,Small,Q4,2004,2125557818,897 Long Airport Avenue
10341,45,79.65,2,3584.2500000000005,2004-11-24,Shipped,Classic Cars,194,121099,Salzburg Collectables,Salzburg,5020,Austria,EMEA,Pipps,Georg,Medium,Q4,2004,65629555,Geislweg 14
10363,33,85.39,3,2817.87,2005-01-06,Shipped,Classic Cars,194,121099,Suominen Souveniers,Espoo,02271,Finland,EMEA,Suominen,Kalle,Small,Q1,2005,35898045555,Software Engineering Center  SEC Oy
10375,45,76.0,7,3420.0,2005-02-03,Shipped,Classic Cars,194,121099,La Rochelle Gifts,Nantes,44000,France,EMEA,Labrune,Janine,Medium,Q1,2005,40678555,67  rue des Cinquante Otages
10389,26,99.04,4,2575.04,2005-03-03,Shipped,Classic Cars,194,121099,Scandinavian Gift Ideas,Boras,84467,Sweden,EMEA,Larsson,Maria,Small,Q1,2005,0695346555,?kergatan 24
10419,12,100.0,13,1200.0,2005-05-17,Shipped,Classic Cars,194,121099,Salzburg Collectables,Salzburg,5020,Austria,EMEA,Pipps,Georg,Small,Q2,2005,65629555,Geislweg 14
10105,41,100.0,15,4100.0,2003-02-11,Shipped,Classic Cars,207,121108,Danish Wholesale Imports,Kobenhavn,1734,Denmark,EMEA,Petersen,Jytte,Large,Q1,2003,31123555,Vinb'ltet 34
10117,33,100.0,9,3300.0,2003-04-16,Shipped,Classic Cars,207,121108,"Dragon Souveniers, Ltd.",Singapore,79903,Singapore,JP,Natividad,Eric,Medium,Q2,2003,652217555,Bronz Sok   Bronz Apt  3 6 Tesvikiye
10127,46,100.0,2,4600.0,2003-06-03,Shipped,Classic Cars,207,121108,Muscle Machine Inc,NYC,10022,USA,,Young,Jeff,Large,Q2,2003,2125557413,4092 Furth Circle
10142,33,100.0,12,3300.0,2003-08-08,Shipped,Classic Cars,207,121108,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Large,Q3,2003,4155551450,5677 Strong St 
10153,20,100.0,11,2000.0,2003-09-28,Shipped,Classic Cars,207,121108,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q3,2003,915559444,  Moralzarzal  86
10165,44,100.0,3,4400.0,2003-10-22,Shipped,Classic Cars,207,121108,"Dragon Souveniers, Ltd.",Singapore,79903,Singapore,JP,Natividad,Eric,Large,Q4,2003,652217555,Bronz Sok   Bronz Apt  3 6 Tesvikiye
10176,33,100.0,2,3300.0,2003-11-06,Shipped,Classic Cars,207,121108,L'ordine Souveniers,Reggio Emilia,42100,Italy,EMEA,Moroni,Maurizio,Large,Q4,2003,0522556555,Strada Provinciale 124
10185,21,100.0,13,2100.0,2003-11-14,Shipped,Classic Cars,207,121108,Mini Creations Ltd.,New Bedford,50553,USA,,Tam,Wing C,Medium,Q4,2003,5085559555,4575 Hillside Dr 
10196,47,100.0,5,4700.0,2003-11-26,Shipped,Classic Cars,207,121108,Super Scale Inc.,New Haven,97823,USA,,Murphy,Leslie,Large,Q4,2003,2035559545,567 North Pendale Street
10208,46,100.0,13,4600.0,2004-01-02,Shipped,Classic Cars,207,121108,"Saveley & Henriot, Co.",Lyon,69004,France,EMEA,Saveley,Mary,Large,Q1,2004,78325555,2  rue du Commerce
10220,32,100.0,2,3200.0,2004-02-12,Shipped,Classic Cars,207,121108,"Clover Collections, Co.",Dublin,2,Ireland,EMEA,Cassidy,Dean,Large,Q1,2004,35318621555,25 Maiden Lane
10231,42,100.0,2,4200.0,2004-03-19,Shipped,Classic Cars,207,121108,CAF Imports,Madrid,28023,Spain,EMEA,Fernandez,Jesus,Large,Q1,2004,34913728555,Merchants House  27-30 Merchant's Quay
10247,44,100.0,2,4400.0,2004-05-05,Shipped,Classic Cars,207,121108,Suominen Souveniers,Espoo,02271,Finland,EMEA,Suominen,Kalle,Large,Q2,2004,35898045555,Software Engineering Center  SEC Oy
10272,35,100.0,2,3500.0,2004-07-20,Shipped,Classic Cars,207,121108,Diecast Classics Inc.,Allentown,70267,USA,,Yu,Kyung,Medium,Q3,2004,2155551555,7586 Pompton St 
10282,41,100.0,5,4100.0,2004-08-20,Shipped,Classic Cars,207,121108,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Large,Q3,2004,4155551450,5677 Strong St 
10293,46,100.0,8,4600.0,2004-09-09,Shipped,Classic Cars,207,121108,Amica Models & Co.,Torino,10100,Italy,EMEA,Accorti,Paolo,Large,Q3,2004,0114988555,Via Monte Bianco 34
10306,31,100.0,13,3100.0,2004-10-14,Shipped,Classic Cars,207,121108,"AV Stores, Co.",Manchester,25,UK,EMEA,Ashworth,Victoria,Medium,Q4,2004,1715551555,Fauntleroy Circus
10314,38,100.0,5,3800.0,2004-10-22,Shipped,Classic Cars,207,121108,Heintze Collectables,Aaarhus,8200,Denmark,EMEA,Ibsen,Palle,Large,Q4,2004,86213555,Smagsloget 45
10325,42,64.0,8,2688.0,2004-11-05,Shipped,Classic Cars,207,121108,Baane Mini Imports,Stavern,4110,Norway,EMEA,Bergulfsen,Jonas,Small,Q4,2004,07989555,Erling Skakkes gate 78
10336,33,57.22,10,1888.26,2004-11-20,Shipped,Classic Cars,207,121108,"La Corne D'abondance, Co.",Paris,75012,France,EMEA,Bertrand,Marie,Small,Q4,2004,142342555,265  boulevard Charonne
10348,48,52.36,8,2513.2799999999997,2004-11-01,Shipped,Classic Cars,207,121108,"Corrida Auto Replicas, Ltd",Madrid,28023,Spain,EMEA,Sommer,Mart¡n,Small,Q4,2004,915552282,  Araquil  67
10359,42,100.0,8,4200.0,2004-12-15,Shipped,Classic Cars,207,121108,Reims Collectables,Reims,51100,France,EMEA,Henriot,Paul,Medium,Q4,2004,26471555,59 rue de l'Abbaye
10371,32,100.0,6,3200.0,2005-01-23,Shipped,Classic Cars,207,121108,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q1,2005,4155551450,5677 Strong St 
10382,34,100.0,10,3400.0,2005-02-17,Shipped,Classic Cars,207,121108,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q1,2005,4155551450,5677 Strong St 
10395,33,69.12,1,2280.96,2005-03-17,Shipped,Classic Cars,207,121108,Lyon Souveniers,Paris,75508,France,EMEA,Da Cunha,Daniel,Small,Q1,2005,33146627555,27 rue du Colonel Pierre Avia
10413,36,100.0,2,3600.0,2005-05-05,Shipped,Classic Cars,207,121108,Gift Depot Inc.,Bridgewater,97562,USA,,King,Julie,Large,Q2,2005,2035552570,25593 South Bay Ln 
10103,27,100.0,8,2700.0,2003-01-29,Shipped,Trucks and Buses,136,121666,Baane Mini Imports,Stavern,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,Q1,2003,07989555,Erling Skakkes gate 78
10113,21,100.0,2,2100.0,2003-03-26,Shipped,Trucks and Buses,136,121666,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q1,2003,4155551450,5677 Strong St 
10126,21,100.0,8,2100.0,2003-05-28,Shipped,Trucks and Buses,136,121666,"Corrida Auto Replicas, Ltd",Madrid,28023,Spain,EMEA,Sommer,Mart¡n,Small,Q2,2003,915552282,  Araquil  67
10140,38,100.0,8,3800.0,2003-07-24,Shipped,Trucks and Buses,136,121666,Technics Stores Inc.,Burlingame,94217,USA,,Hirano,Juri,Medium,Q3,2003,6505556809,9408 Furth Circle
10150,30,100.0,5,3000.0,2003-09-19,Shipped,Trucks and Buses,136,121666,"Dragon Souveniers, Ltd.",Singapore,79903,Singapore,JP,Natividad,Eric,Medium,Q3,2003,652217555,Bronz Sok   Bronz Apt  3 6 Tesvikiye
10164,49,100.0,6,4900.0,2003-10-21,Resolved,Trucks and Buses,136,121666,Mini Auto Werke,Graz,8010,Austria,EMEA,Mendel,Roland,Medium,Q4,2003,76753555,Kirchgasse 6
10174,43,100.0,1,4300.0,2003-11-06,Shipped,Trucks and Buses,136,121666,"Australian Gift Network, Co",South Brisbane,4101,Australia,APAC,Calaghan,Tony,Medium,Q4,2003,61738446555,31 Duncan St  West End
10183,41,100.0,5,4100.0,2003-11-13,Shipped,Trucks and Buses,136,121666,"Classic Gift Ideas, Inc",Philadelphia,71270,USA,,Cervantes,Francisca,Medium,Q4,2003,2155554695,782 First Street
10194,38,100.0,8,3800.0,2003-11-25,Shipped,Trucks and Buses,136,121666,"Saveley & Henriot, Co.",Lyon,69004,France,EMEA,Saveley,Mary,Medium,Q4,2003,78325555,2  rue du Commerce
10206,28,100.0,3,2800.0,2003-12-05,Shipped,Trucks and Buses,136,121666,Canadian Gift Exchange Network,Vancouver,321,Canada,,Tannamuri,Yoshi,Medium,Q4,2003,6045553392,1900 Oak St 
10216,43,100.0,1,4300.0,2004-02-02,Shipped,Trucks and Buses,136,121666,Auto Assoc. & Cie.,Versailles,78000,France,EMEA,Tonini,Daniel,Medium,Q1,2004,30598555,67  avenue de l'Europe
10229,25,100.0,13,2500.0,2004-03-11,Shipped,Trucks and Buses,136,121666,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q1,2004,4155551450,5677 Strong St 
10245,38,100.0,6,3800.0,2004-05-04,Shipped,Trucks and Buses,136,121666,Super Scale Inc.,New Haven,97823,USA,,Murphy,Leslie,Medium,Q2,2004,2035559545,567 North Pendale Street
10258,41,100.0,3,4100.0,2004-06-15,Shipped,Trucks and Buses,136,121666,"Tokyo Collectables, Ltd",Minato-ku,1060032,Japan,JP,Shimamura,Akiko,Medium,Q2,2004,81335840555,2-2-8 Roppongi
10270,28,100.0,6,2800.0,2004-07-19,Shipped,Trucks and Buses,136,121666,Souveniers And Things Co.,Chatswood,2067,Australia,APAC,Huxley,Adrian,Medium,Q3,2004,61294958555,Monitor Money Building  815 Pacific Hwy
10281,25,100.0,13,2500.0,2004-08-19,Shipped,Trucks and Buses,136,121666,Diecast Classics Inc.,Allentown,70267,USA,,Yu,Kyung,Small,Q3,2004,2155551555,7586 Pompton St 
10291,41,100.0,8,4100.0,2004-09-08,Shipped,Trucks and Buses,136,121666,Scandinavian Gift Ideas,Boras,84467,Sweden,EMEA,Larsson,Maria,Medium,Q3,2004,0695346555,?kergatan 24
10304,39,100.0,3,3900.0,2004-10-11,Shipped,Trucks and Buses,136,121666,Auto Assoc. & Cie.,Versailles,78000,France,EMEA,Tonini,Daniel,Medium,Q4,2004,30598555,67  avenue de l'Europe
10313,21,100.0,11,2100.0,2004-10-22,Shipped,Trucks and Buses,136,121666,Canadian Gift Exchange Network,Vancouver,321,Canada,,Tannamuri,Yoshi,Small,Q4,2004,6045553392,1900 Oak St 
10322,27,100.0,9,2700.0,2004-11-04,Shipped,Trucks and Buses,136,121666,Online Diecast Creations Co.,Nashua,62005,USA,,Young,Valarie,Medium,Q4,2004,6035558647,2304 Long Airport Avenue
10333,33,99.21,6,3273.93,2004-11-18,Shipped,Trucks and Buses,136,121666,Mini Wheels Co.,San Francisco,,USA,,Murphy,Julie,Medium,Q4,2004,6505555787,5557 North Pendale Street
10347,29,100.0,3,2900.0,2004-11-29,Shipped,Trucks and Buses,136,121666,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Medium,Q4,2004,0395204555,636 St Kilda Road
10357,49,100.0,8,4900.0,2004-12-10,Shipped,Trucks and Buses,136,121666,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q4,2004,4155551450,5677 Strong St 
10370,49,100.0,8,4900.0,2005-01-20,Shipped,Trucks and Buses,136,121666,"Anna's Decorations, Ltd",North Sydney,2060,Australia,APAC,O'Hara,Anna,Large,Q1,2005,0299368555,201 Miller Street
10381,20,100.0,1,2000.0,2005-02-17,Shipped,Trucks and Buses,136,121666,Corporate Gift Ideas Co.,San Francisco,,USA,,Brown,Julie,Small,Q1,2005,6505551386,7734 Strong St 
10391,39,63.2,9,2464.8,2005-03-09,Shipped,Trucks and Buses,136,121666,"Anna's Decorations, Ltd",North Sydney,2060,Australia,APAC,O'Hara,Anna,Small,Q1,2005,0299368555,201 Miller Street
10411,40,100.0,6,4000.0,2005-05-01,Shipped,Trucks and Buses,136,121666,Quebec Home Shopping Network,Montreal,113,Canada,,Fresnisre,Jean,Medium,Q2,2005,5145558054,43 rue St  Laurent
10424,49,100.0,3,4900.0,2005-05-31,In Process,Trucks and Buses,136,121666,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Large,Q2,2005,915559444,  Moralzarzal  86
10107,21,100.0,1,2100.0,2003-02-24,Shipped,Motorcycles,150,122823,Land of Toys Inc.,NYC,10022,USA,,Yu,Kwai,Medium,Q1,2003,2125557818,897 Long Airport Avenue
10121,50,100.0,4,5000.0,2003-05-07,Shipped,Motorcycles,150,122823,Reims Collectables,Reims,51100,France,EMEA,Henriot,Paul,Large,Q2,2003,26471555,59 rue de l'Abbaye
10134,20,100.0,1,2000.0,2003-07-01,Shipped,Motorcycles,150,122823,Lyon Souveniers,Paris,75508,France,EMEA,Da Cunha,Daniel,Small,Q3,2003,33146627555,27 rue du Colonel Pierre Avia
10145,49,100.0,5,4900.0,2003-08-25,Shipped,Motorcycles,150,122823,Toys4GrownUps.com,Pasadena,90003,USA,,Young,Julie,Large,Q3,2003,6265557265,78934 Hillside Dr 
10159,38,100.0,13,3800.0,2003-10-10,Shipped,Motorcycles,150,122823,Corporate Gift Ideas Co.,San Francisco,,USA,,Brown,Julie,Medium,Q4,2003,6505551386,7734 Strong St 
10169,35,100.0,13,3500.0,2003-11-04,Shipped,Motorcycles,150,122823,"Anna's Decorations, Ltd",North Sydney,2060,Australia,APAC,O'Hara,Anna,Medium,Q4,2003,0299368555,201 Miller Street
10180,40,100.0,8,4000.0,2003-11-11,Shipped,Motorcycles,150,122823,Daedalus Designs Imports,Lille,59000,France,EMEA,Rance,Martine,Medium,Q4,2003,20161555,184  chausse de Tournai
10189,28,100.0,1,2800.0,2003-11-18,Shipped,Motorcycles,150,122823,Toys4GrownUps.com,Pasadena,90003,USA,,Young,Julie,Medium,Q4,2003,6265557265,78934 Hillside Dr 
10201,25,100.0,1,2500.0,2003-12-01,Shipped,Motorcycles,150,122823,Mini Wheels Co.,San Francisco,,USA,,Murphy,Julie,Medium,Q4,2003,6505555787,5557 North Pendale Street
10211,36,100.0,13,3600.0,2004-01-15,Shipped,Motorcycles,150,122823,Auto Canal Petit,Paris,75016,France,EMEA,Perrier,Dominique,Medium,Q1,2004,147556555,25  rue Lauriston
10224,43,100.0,6,4300.0,2004-02-21,Shipped,Motorcycles,150,122823,Daedalus Designs Imports,Lille,59000,France,EMEA,Rance,Martine,Medium,Q1,2004,20161555,184  chausse de Tournai
10237,32,100.0,6,3200.0,2004-04-05,Shipped,Motorcycles,150,122823,Vitachrome Inc.,NYC,10022,USA,,Frick,Michael,Medium,Q2,2004,2125551500,2678 Kingston Rd 
10251,46,100.0,1,4600.0,2004-05-18,Shipped,Motorcycles,150,122823,Tekni Collectables Inc.,Newark,94019,USA,,Brown,William,Large,Q2,2004,2015559350,7476 Moss Rd 
10263,48,100.0,1,4800.0,2004-06-28,Shipped,Motorcycles,150,122823,Gift Depot Inc.,Bridgewater,97562,USA,,King,Julie,Medium,Q2,2004,2035552570,25593 South Bay Ln 
10276,43,100.0,14,4300.0,2004-08-02,Shipped,Motorcycles,150,122823,Online Mini Collectables,Brickhaven,58339,USA,,Barajas,Miguel,Medium,Q3,2004,6175557555,7635 Spinnaker Dr 
10285,49,100.0,5,4900.0,2004-08-27,Shipped,Motorcycles,150,122823,Marta's Replicas Co.,Cambridge,51247,USA,,Hernandez,Marta,Medium,Q3,2004,6175558555,39323 Spinnaker Dr 
10299,24,100.0,8,2400.0,2004-09-30,Shipped,Motorcycles,150,122823,"Toys of Finland, Co.",Helsinki,21240,Finland,EMEA,Karttunen,Matti,Medium,Q3,2004,902248555,Keskuskatu 45
10309,26,100.0,4,2600.0,2004-10-15,Shipped,Motorcycles,150,122823,Baane Mini Imports,Stavern,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,Q4,2004,07989555,Erling Skakkes gate 78
